timestamp_utc,experiment_id,parent_experiment_id,stage,method,seed,hypothesis,changed_parameters,unchanged_controls,expected_effect,actual_effect,result,next_action,artifact_path
2026-07-28T09:47:00.000Z,ppo_B_v2_seed11_50mm_development_gate_smoke_attempt001,ppo_B_v2_seed11_50mm_attempt001,PPO_NO_COM_DEVELOPMENT_GATE_SMOKE,B,11,"the expanded reward-v2 evaluator telemetry preserves row integrity while restoring and executing the final checkpoint","one development scenario; diagnostic limit 1; intentionally truncated 5 s; 100 telemetry rows","frozen FSM/metrics; development manifest; checkpoint hash; reward-v2 config hashes; deterministic action rule","verify full checkpoint restore and all 64 action-chain fields before the performance gate","execution passed; deliberate timeout 0/1 excluded from performance; 100x122 telemetry has uniform width and finite values; all expected action-chain fields present",PASS,"run all 20 registered 50 mm development scenarios with the unchanged 150 s limit",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v2_seed-11_stage-50mm_development_gate_smoke_attempt001\diagnosis.md
2026-07-28T10:18:00.000Z,ppo_B_v2_seed11_50mm_development_gate_attempt001,ppo_B_v2_seed11_50mm_development_gate_smoke_attempt001,PPO_NO_COM_DEVELOPMENT_GATE,B,11,"reward-v2 final policy satisfies at least 16 of 20 registered 50 mm scenarios without safety failures","20 fixed scenarios; 150 s maximum; full final checkpoint; deterministic mean action","frozen FSM/metrics; manifest; checkpoint hash; success rule; paired initialization; reward-v2 config","promote to 75 mm only at or above 80% success","0/20; all BODY_OR_LINK_COLLISION after mean 113.795 s and mean 0.9183 m progress; 18 front_right_bot and 2 rear_right_bot; phase-8 residuals show systematic left/right asymmetry; zero saturation and baseline IK fallback",FAIL,"register common reward-v3 with stronger zero-residual anchoring, an explicit left/right residual-asymmetry penalty, and a smaller wheel-speed residual bound; smoke then retrain from scratch",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v2_seed-11_stage-50mm_development_gate_attempt001\diagnosis.md
2026-07-28T10:21:00.000Z,ppo_common_reward_v3,ppo_B_v2_seed11_50mm_development_gate_attempt001,PPO_METHOD_DEVELOPMENT,B/C,11,"systematic late right-link collisions are driven by an unsafe departure from the stronger frozen FSM baseline and phase-8 left/right residual asymmetry","common residual safety regularization and wheel-speed residual bound only","frozen FSM/metrics; success definition; Actor/Critic; observations; center residual bounds; PPO hyperparameters; curriculum; randomization; budgets; seeds; actuator limits; B/C-only CoM difference","anchor the learned mean closer to zero residual and suppress differential residual steering without modifying the FSM reference","registered reward-v3-symmetry-anchor; residual magnitude -0.5; left/right asymmetry -1.0; wheel-speed residual bound 0.20 rad/s; common file SHA256 337defd27f0020a0d45dd47e13ea774be42ae25d9998c333a2ace675c6c2a50f; 117 tests pass",PASS,"run Method-B v3 seed-11 50 mm real-Isaac smoke and retrain from random initialization only if it passes",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\configs\ppo_common.yaml
2026-07-28T10:25:00.000Z,ppo_B_v3_seed11_50mm_smoke_attempt001,ppo_common_reward_v3,PPO_NO_COM_SMOKE,B,11,"reward-v3 reward keys and action scaling preserve the validated environment and agent interfaces","16 environments; 50 mm; nominal; smoke-only; no optimization","frozen FSM/metrics; reward-v3 config; architecture; PPO hyperparameters; action bounds; seed; asset","verify finite Actor/Critic, exact zero residual, partial reset, and direct effective reward/bound provenance","runtime SMOKE_PASS and reward provenance passed; direct effective residual-bound field missing, although the complete config hash indirectly records it",FAIL,"add the three effective residual bounds to trainer/evaluator provenance, retain all artifacts, and rerun as smoke attempt002",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v3_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-28T10:27:00.000Z,ppo_B_v3_seed11_50mm_smoke_attempt002,ppo_B_v3_seed11_50mm_smoke_attempt001,PPO_NO_COM_SMOKE,B,11,"direct effective-bound provenance closes the reward-v3 audit gap without changing runtime behavior","16 environments; 50 mm; nominal; smoke-only; no optimization","frozen FSM/metrics; reward-v3 config; architecture; PPO hyperparameters; action bounds; seed; asset","repeat all finite runtime checks and directly record x/z/wheel residual bounds","SMOKE_PASS; bounds 0.015 m, 0.020 m, 0.20 rad/s recorded; new reward weights recorded; exact zero residual and two-environment partial reset pass",PASS,"train Method-B reward-v3 seed-11 50 mm for exactly 19200 timesteps from random initialization",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v3_seed-11_stage-50mm_smoke_attempt002\diagnosis.md
2026-07-28T11:10:00.000Z,ppo_B_v3_seed11_50mm_attempt001,ppo_B_v3_seed11_50mm_smoke_attempt002,PPO_NO_COM_DEVELOPMENT,B,11,"reward-v3 symmetry anchoring supports finite full-budget optimization from scratch","64 environments; 50 mm; 300 iterations; 64 rollout; 5 epochs; 8 mini-batches; nominal randomization","frozen FSM/metrics; reward-v3 weights; network; observations; residual bounds; PPO hyperparameters; seed; asset","complete exactly 19200 timesteps and 1228800 transitions with finite recoverable parameters","COMPLETED; exact budget; 77 finite final tensors; final checkpoint SHA256 d3509ab1dbebc658cefdbf00aef77766e4ec574263c5c8c99ca3dfef1ad62a2e; all 300 final scalar updates finite",PASS,"run a one-scenario 5 s deterministic evaluator/provenance smoke, then the unchanged 20-scenario 150 s development gate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v3_seed-11_stage-50mm_attempt001\diagnosis.md
2026-07-28T11:12:00.000Z,ppo_B_v3_seed11_50mm_development_gate_smoke_attempt001,ppo_B_v3_seed11_50mm_attempt001,PPO_NO_COM_DEVELOPMENT_GATE_SMOKE,B,11,"evaluator direct-bound provenance is emitted together with restored deterministic policy execution","one diagnostic scenario requested; no environment or episode started","frozen FSM/metrics; checkpoint; manifest; reward-v3 config; deterministic action rule","verify checkpoint restore, direct effective bounds, and expanded telemetry","FAILED before environment construction: provenance referenced cfg before assignment; zero policy actions or performance data",FAIL,"move bound serialization after environment-config construction, run 117 tests, and repeat as smoke attempt002",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v3_seed-11_stage-50mm_development_gate_smoke_attempt001\diagnosis.md
2026-07-28T11:14:00.000Z,ppo_B_v3_seed11_50mm_development_gate_smoke_attempt002,ppo_B_v3_seed11_50mm_development_gate_smoke_attempt001,PPO_NO_COM_DEVELOPMENT_GATE_SMOKE,B,11,"correctly ordered evaluator provenance accompanies deterministic final-policy execution and complete action-chain telemetry","one fixed scenario; diagnostic limit 1; intentionally truncated 5 s; 100 telemetry rows","frozen FSM/metrics; development manifest; checkpoint; reward-v3 config; deterministic action rule","verify checkpoint restore, direct bounds, and 64 action-chain fields before the performance gate","execution passed; deliberate 0/1 timeout excluded; bounds 0.015/0.020/0.20 recorded; 100x122 finite uniform telemetry with all 64 chain fields",PASS,"run all 20 fixed 50 mm development scenarios with the unchanged 150 s maximum",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v3_seed-11_stage-50mm_development_gate_smoke_attempt002\diagnosis.md
2026-07-28T11:53:00.000Z,ppo_B_v3_seed11_50mm_development_gate_attempt001,ppo_B_v3_seed11_50mm_development_gate_smoke_attempt002,PPO_NO_COM_DEVELOPMENT_GATE,B,11,"reward-v3 final policy satisfies at least 16 of 20 fixed 50 mm scenarios while reducing v2's systematic late collisions","20 fixed scenarios; 150 s maximum; final checkpoint; deterministic mean action","frozen FSM/metrics; manifest; checkpoint; success rule; reward-v3 config","promote only at or above 80% success","2/20; 12 front_right_bot collisions, 2 phase timeouts, 4 global timeouts; phase-8 mean action L2 0.289 versus v2 0.667; two real successes but below FSM and gate",FAIL,"register reward-v4 baseline preservation with residual magnitude -2.0, asymmetry -3.0 and half-size physical residual bounds; smoke then retrain from scratch",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v3_seed-11_stage-50mm_development_gate_attempt001\diagnosis.md
2026-07-28T11:55:00.000Z,ppo_common_reward_v4,ppo_B_v3_seed11_50mm_development_gate_attempt001,PPO_METHOD_DEVELOPMENT,B/C,11,"v3 materially reduced unsafe residual departure but remained below its stronger frozen FSM baseline","common residual anchoring, asymmetry regularization, and physical residual scales only","frozen FSM/metrics; success definition; Actor/Critic; observations; action dimension; PPO hyperparameters; curriculum; randomization; budgets; seeds; actuator limits; B/C-only CoM difference","preserve baseline behavior while permitting only small learned corrections","registered reward-v4-baseline-preservation; magnitude -2.0; asymmetry -3.0; bounds 0.0075 m/0.010 m/0.10 rad/s; common SHA256 b3417383ecb3ab22436764a33c57adb5a374897f87ae680f38bbe64c2275699a; 117 tests pass",PASS,"run Method-B v4 real-Isaac smoke and retrain from random initialization only if it passes",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\configs\ppo_common.yaml
2026-07-28T11:56:00.000Z,ppo_B_v4_seed11_50mm_smoke_attempt001,ppo_common_reward_v4,PPO_NO_COM_SMOKE,B,11,"reward-v4 baseline-preservation scales preserve the validated real-Isaac environment and agent interfaces","16 environments; 50 mm; nominal; smoke-only; no optimization","frozen FSM/metrics; reward-v4 config; architecture; PPO hyperparameters; action dimension; seed; asset","verify finite Actor/Critic, exact zero residual, partial reset, and direct effective weights/bounds","SMOKE_PASS; bounds 0.0075/0.010/0.10 and weights -2/-3 recorded; all finite runtime checks and two-environment partial reset pass",PASS,"train Method-B reward-v4 seed-11 50 mm for exactly 19200 timesteps from random initialization",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v4_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-28T12:37:00.000Z,ppo_B_v4_seed11_50mm_attempt001,ppo_B_v4_seed11_50mm_smoke_attempt001,PPO_NO_COM_DEVELOPMENT,B,11,"reward-v4 baseline preservation supports finite full-budget optimization from random initialization","64 environments; 50 mm; 300 iterations; 64 rollout; 5 epochs; 8 mini-batches; nominal randomization","frozen FSM/metrics; reward-v4 weights; network; observations; residual bounds; PPO hyperparameters; seed; asset","complete exactly 19200 timesteps and 1228800 transitions with finite recoverable parameters","COMPLETED; exact budget; 77 finite final tensors; final checkpoint SHA256 e23b091a4a3f05b2092963a3960df7b1a2539a3e62072cb095b375e8587b87f0; all core scalar series have 300 finite updates through timestep 19200",PASS,"run a one-scenario 5 s deterministic evaluator/provenance smoke, then the unchanged 20-scenario 150 s development gate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v4_seed-11_stage-50mm_attempt001\diagnosis.md
2026-07-28T12:41:00.000Z,ppo_B_v4_seed11_50mm_development_gate_smoke_attempt001,ppo_B_v4_seed11_50mm_attempt001,PPO_NO_COM_DEVELOPMENT_GATE_SMOKE,B,11,"reward-v4 final checkpoint restores with direct bound provenance and complete action-chain telemetry","one fixed scenario; diagnostic limit 1; intentionally truncated 5 s; 100 telemetry rows","frozen FSM/metrics; development manifest; checkpoint; reward-v4 config; deterministic action rule","verify checkpoint restore, direct bounds and weights, and all 64 action-chain fields before the performance gate","execution passed; deliberate 0/1 timeout excluded; exact checkpoint/config hashes; 100x122 finite uniform telemetry with all 64 chain fields",PASS,"run all 20 fixed 50 mm development scenarios with the unchanged 150 s maximum",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v4_seed-11_stage-50mm_development_gate_smoke_attempt001\diagnosis.md
2026-07-28T13:16:00.000Z,ppo_B_v4_seed11_50mm_development_gate_attempt001,ppo_B_v4_seed11_50mm_development_gate_smoke_attempt001,PPO_NO_COM_DEVELOPMENT_GATE,B,11,"reward-v4 baseline preservation satisfies at least 16 of 20 fixed 50 mm scenarios","20 fixed scenarios; 150 s maximum; final checkpoint; deterministic mean action","frozen FSM/metrics; manifest; checkpoint; success rule; reward-v4 config","promote only at or above 80% success","5/20; 8 front_right_bot collisions, 3 phase timeouts, 4 global timeouts; all delay-2 scenarios failed; 52,130x122 uniform telemetry with finite action chain",FAIL,"register reward-v5 with time-integrated stuck occupancy, monotonic global phase progress, and bounded randomized 50 mm training; smoke and retrain from scratch",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v4_seed-11_stage-50mm_development_gate_attempt001\diagnosis.md
2026-07-28T13:22:00.000Z,ppo_common_reward_v5,ppo_B_v4_seed11_50mm_development_gate_attempt001,PPO_METHOD_DEVELOPMENT,B/C,11,"nominal-only training and two reward-credit scaling defects explain v4's disturbance failures and unsafe collision preference","common phase/stuck reward semantics and stage-50 bounded training randomization only","frozen FSM/metrics; success definition; Actor/Critic; observations; action dimension/bounds; PPO hyperparameters; budgets; seeds; actuator limits; B/C-only CoM difference","make continued recovery preferable to collision, preserve positive phase credit, and expose the policy to reasonable delay/pose/friction/noise variation","registered reward-v5-robust-credit; stuck integrated by step_dt; monotonic phase coordinate; full bounded stage-50 randomization; common SHA256 356b3144ac2175b21380d8accb33b8e0ad6190e93fbb78e256a7a69323e3451a; 119 tests pass",PASS,"run Method-B v5 seed-11 50 mm real-Isaac full-randomization smoke and retrain from random initialization only if it passes",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\configs\ppo_common.yaml
